ano,mes,dia,hora,convidado,onde,
2016,8,3,19:00,"Deputado Victor Mendes (PSD/MA) e Filadelfo Mendes Neto, prefeito de Pinheiro/MA",Palácio do Planalto,
2016,8,3,19:45,Henrique Meirelles - Ministro da Fazenda,Palácio do Planalto,
2016,8,4,09:30,Despachos internos,Palácio do Planalto,
2016,8,4,14:30,Coronel Affonso Heliodoro - ex-subchefe do Gabinete Civil do Presidente Juscelino Kubitschek,Palácio do Planalto,
2016,8,5,15:00,Partida para o Rio de Janeiro/RJ,Base Aérea de Brasília,
2016,8,5,17:00,"Recepção oferecida pelo Senhor Presidente da República em exercício e senhora Marcela Temer, por ocasião dos Jogos Olímpicos Rio 2016",Palácio Itamaraty - Rio de Janeiro/RJ,RJ
2016,8,5,20:00,Cerimônia de Abertura dos Jogos Olímpicos Rio 2016,Estádio do Maracanã,RJ
2016,8,8,09:30,José Carlos Xavier de Aquino,,
2016,8,8,10:00,Marcelo Almeida,Palácio do Planalto,
2016,8,8,10:30,Henrique Meirelles,,
2016,8,8,15:00,Dyogo Oliveira,,
2016,8,9,10:00,José Ivo Sartori - Governador do estado do Rio Grande do Sul,Palácio do Planalto,
2016,8,9,11:00,Cerimônia de lançamento do Programa de Revitalização da Bacia Hidrográfica do Rio São Francisco,Palácio do Planalto,
2016,8,9,14:30,Henrique Meirelles - Ministro da Fazenda,Palácio do Planalto,
2016,8,9,15:00,Senador Eunício Oliveira (PMDB/CE),Palácio do Planalto,
2016,8,9,15:45,Alexandre de Moraes - Ministro da Justiça e Cidadania,Palácio do Planalto,
2016,8,9,16:00,Antonio Andrade - vice-governador do estado de Minas Gerais e senador Romero Jucá (PMDB/RR),Palácio do Planalto,
2016,8,9,16:50,Senadora Lucia Vânia (PSB/GO),Palácio do Planalto,
2016,8,10,10:30,Deputado Ricardo Tripoli (PSDB/SP),Palácio do Planalto,
2016,8,10,11:00,Senador Eduardo Braga (PMDB/AM),Palácio do Planalto,
2016,8,10,13:00,"Eduardo Eugenio Gouvêa Vieira, presidente da Firjan e Paulo Skaf, presidente da Fiesp",Palácio do Planalto,
2016,8,10,15:00,Manoel David Korn de Carvalho - Prefeito do município de Tietê/SP,Palácio do Planalto,
2016,8,10,15:30,"Antonio Machado de Barros, presidente do Instituto Talento Brasil e grupo de colaboradores do Instituto",Palácio do Planalto,
2016,8,10,16:30,Mendonça Filho - Ministro da Educação,Palácio do Planalto,
2016,8,10,18:00,Ministra Laurita Vaz - vice-presidente do Superior Tribunal de Justiça-STJ,Palácio do Planalto,
2016,8,10,18:30,Senador Pedro Chaves (PSC/MS),Palácio do Planalto,
2016,8,10,19:00,Senador Dário Berger (PMDB/SC),Palácio do Planalto,
2016,8,11,10:30,Li Jinzhang - Embaixador da República Popular da China no Brasil,Palácio do Planalto,
2016,8,11,11:00,Encontro com representantes da Câmara Brasileira da Indústria da Construção - CBIC,Palácio do Planalto,
2016,8,12,11:00,Serzh Sargsyan - Presidente da Armênia,Palácio do Planalto,
2016,8,12,11:30,Rodrigo Rollemberg - governador do Distrito Federal,Palácio do Planalto,
2016,8,15,15:00,Dyogo Oliveira,,
2016,8,16,09:00,Conselho Nacional do Sesi,Palácio do Planalto,
2016,8,16,11:00,Deputado Waldir Maranhão (PP/MA) - vice-presidente da Câmara dos Deputados,Palácio do Planalto,
2016,8,16,15:00,Bruno Araújo - Ministro das Cidades,Palácio do Planalto,
2016,8,16,16:00,Senador Renan Calheiros,,
2016,8,16,16:45,Felipe Nasr - Piloto de Fórmula 1,Palácio do Planalto,
2016,8,16,17:20,Senador Omar Aziz - líder do PSD no Senado Federal,Palácio do Planalto,
2016,8,17,10:00,"Marcos Pereira - ministro da Indústria, Comércio Exterior e Serviços",Palácio do Planalto,
2016,8,17,15:30,"Mendonça Filho, Ministro da Educação",Palácio do Planalto,
2016,8,18,09:00,"Dyogo Oliveira - Ministro interino do Ministério do Planejamento, Desenvolvimento e Gestão",Palácio do Planalto,
2016,8,18,10:00,Fernando Coelho Filho - Ministro de Minas e Energia,Palácio do Planalto,
2016,8,18,11:00,Presidentes dos Tribunais de Contas do Brasil,Palácio do Planalto,
2016,8,18,12:00,Senador Acir Gurgacz (PDT-RO),Palácio do Planalto,
2016,8,18,13:00,Partida para o Rio de Janeiro/RJ,Base Aérea de Brasília,
2016,8,18,15:00,Reunião com Ministros,"Parque Olímpico, Av",RJ
2016,8,19,15:00,Reunião com equipe econômica,"Gabinete do Ministro da Fazenda, São Paulo/SP",SP
2016,8,22,10:00,Despachos internos,Palácio do Planalto,
2016,8,22,13:00,"Reunião com o deputado Rodrigo Maia (DEM/RJ), presidente da Câmara dos Deputados, e líderes da base do governo na Câmara dos Deputados",Residência Oficial da Câmara dos Deputados,
2016,8,22,16:00,Senador Hélio José (PMDB/DF),Palácio do Planalto,
2016,8,22,16:30,Deputado Danilo Forte (PSB/CE),Palácio do Planalto,
2016,8,22,17:00,Senador Fernando Bezerra Coelho (PSB/PE),Palácio do Planalto,
2016,8,22,17:30,"Henrique Meirelles, ministro da Fazenda, e Dyogo Oliveira, ministro interino do Ministério do Planejamento",Palácio do Planalto,
2016,8,22,18:00,Senador Wilder Morais (PP/GO),Palácio do Planalto,
2016,8,23,10:00,"Ricardo Barros, ministro da Saúde, e Claudio Lottenberg, presidente do Instituto Coalizão Saúde-ICOS",Palácio do Planalto,
2016,8,23,11:00,"Senadores João Alberto Souza (PMDB/MA), Roberto Rocha (PSB/MA) e Edison Lobão (PMDB/MA)",Palácio do Planalto,
2016,8,23,16:30,Senador Ciro Nogueira (PP/PI),Palácio do Planalto,
2016,8,23,17:00,Senador Ataídes Oliveira (PSDB/TO),Palácio do Planalto,
2016,8,24,09:30,Deputado Mauro Pereira (PMDB/RS),Palácio do Planalto,
2016,8,24,11:00,Cerimônia de lançamento do Plano Agro+: medidas de desburocratização para impulsionar o agronegócio brasileiro,Palácio do Planalto,
2016,8,24,12:00,Frente Parlamentar da Agropecuária - FPA,Palácio do Planalto,
2016,8,24,12:30,Senador Waldemir Moka (PMDB/MS),Palácio do Planalto,
2016,8,24,15:00,Senador Eduardo Amorim (PSC/SE),Palácio do Planalto,
2016,8,24,15:30,Henrique Meirelles - Ministro da Fazenda,Palácio do Planalto,
2016,8,24,17:00,"Alexandre de Moraes, ministro da Justiça e Cidadania e Procuradores de Justiça dos Estados",Palácio do Planalto,
2016,8,24,18:30,"Henrique Meirelles, ministro da Fazenda e Dyogo Oliveira, ministro interino do Planejamento, Desenvolvimento e Gestão",Palácio do Planalto,
2016,8,24,19:30,Ronaldo Nogueira - ministro do Trabalho,Palácio do Planalto,
2016,8,25,10:00,Despachos internos,Palácio do Planalto,
2016,8,25,15:00,Cerimônia de Recepção da Tocha Paralímpica,Palácio do Planalto,
2016,8,26,10:00,Senador Magno Malta (PR/ES),Palácio do Planalto,
2016,8,26,10:30,José Ivo Sartori - Governador do estado do Rio Grande do Sul,Palácio do Planalto,
2016,8,26,17:30,"Rodrigo Rollemberg, governador do Distrito Federal, e Bancada Federal do DF",Palácio do Planalto,
2016,8,29,14:00,Recepção aos atletas olímpicos,Palácio do Planalto,
2016,8,29,19:00,"Marcos Pereira - ministro da Indústria, Comércio Exterior e Serviços",Palácio do Planalto,
2016,8,30,11:40,"Osmar Terra, Ministro do Desenvolvimento Social e Agrário",Palácio do Planalto,
2016,8,30,15:00,Senador Eduardo Braga (PMDB/AM),Palácio do Planalto,
2016,8,31,10:00,Despachos internos,Palácio do Planalto,
2016,8,31,16:00,Posse no Congresso Nacional,Plenário do Senado Federal,
2016,8,31,17:00,Reunião Ministerial,Palácio do Planalto,
2016,9,1,00:00,Viagem à China,,CHI
2016,9,2,10:00,Chegada a Xangai,,CHI
2016,9,2,11:30,"Encontro com o prefeito de Xangai, Yang Xiong","Hotel Jing An Shangri-La, Osmanthus Suite",CHI
2016,9,2,11:45,Cerimônia de assinatura de atos empresariais,"Hotel Jing An Shangri-La, Ball Room",CHI
2016,9,2,12:00,Cerimônia de encerramento do Seminário Empresarial de Alto Nível Brasil-China,"Hotel Jing An Shangri-La, Ball Room",CHI
2016,9,2,12:35,Declaração à imprensa,"Hotel Jing An Shangri-La, Ball Room",CHI
2016,9,2,14:00,Chegada a Hangzhou,"Hotel Jing An Shangri-La, Ball Room",CHI
2016,9,2,16:50,"Encontro com o presidente da República Popular da China, Xi Jinping",Casa de Hóspedes do Lago Oeste,CHI
2016,9,2,17:30,Término do encontro bilateral,Casa de Hóspedes do Lago Oeste,CHI
2016,9,3,10:00,Reunião com a Delegação Brasileira,Hotel Dragon,CHI
2016,9,3,12:00,"Encontro com o Diretor-Geral da Organização Mundial do Comércio, Embaixador Roberto Azevêdo",Hotel Dragon,CHI
2016,9,4,09:50,Chegada à Casa de Hóspedes do Lago Oeste,,CHI
2016,9,4,10:10,Reunião informal dos líderes dos Brics,Sala de reuniões,CHI
2016,9,4,15:00,Chegada ao Centro Internacional de Exposições de Hangzhou,Sala de reuniões,CHI
2016,9,4,15:15,Fotografia Oficial,Centro Internacional de Exposições de Hangzhou,CHI
2016,9,4,15:30,Cerimônia de abertura do G20,Centro Internacional de Exposições de Hangzhou,CHI
2016,9,4,15:40,Primeira sessão de trabalho,Centro Internacional de Exposições de Hangzhou,CHI
2016,9,4,18:30,Fotografia Oficial,Hotel Xizi,CHI
2016,9,4,19:15,Jantar de boas-vindas oferecido pelo presidente da República Popular da China e senhora Peng Liyuan aos líderes do G20,Hotel Xizi,CHI
2016,9,4,21:00,Chegada ao Lago Yue do Lago Oeste,Hotel Xizi,CHI
2016,9,4,21:15,Apresentação cultural de gala,Lago Yue do Lago Oeste,CHI
2016,9,5,10:00,Segunda sessão de trabalho,Centro Internacional de Exposições de Hangzhou,CHI
2016,9,5,12:05,"Encontro com o primeiro-ministro da Espanha, Mariano Rajoy",Centro Internacional de Exposições,CHI
2016,9,5,12:10,Terceira sessão de trabalho,Centro Internacional de Exposições de Hangzhou,CHI
2016,9,5,13:45,Coquetel,Centro Internacional de Exposições,CHI
2016,9,5,13:55,Almoço e quarta sessão de trabalho,Centro Internacional de Exposições,CHI
2016,9,5,15:30,"Encontro com o primeiro-ministro da Itália, Matteo Renzi",Centro Internacional de Exposições,CHI
2016,9,5,15:35,Quinta sessão de trabalho,Centro Internacional de Exposições,CHI
2016,9,5,17:05,Cerimônia de Encerramento do G20,Centro Internacional de Exposições,CHI
2016,9,5,18:30,Inicia viagem de retorno ao Brasil,Centro Internacional de Exposições,CHI
2016,9,6,14:30,Previsão de chegada da viagem internacional,Brasília/DF,
2016,9,7,09:00,Desfile Cívico Por Ocasião do Dia da Pátria,"Esplanada dos Ministérios, Brasília/DF",
2016,9,7,14:00,Partida de Brasília para o Rio de Janeiro,"Base Aérea de Brasília, Brasília/DF",
2016,9,7,15:30,Chegada ao Rio de Janeiro,Rio de Janeiro / RJ,RJ
2016,9,7,16:00,Recepção Por Ocasião da Abertura dos Jogos Paralímpicos Rio 2016,"Palácio do Itamaraty, Rio de Janeiro/RJ",RJ
2016,9,7,18:15,Cerimônia de Abertura dos Jogos Paralímpicos Rio 2016,"Estádio do Maracanã, Rio de Janeiro/RJ",RJ
2016,9,8,11:00,"Eldar Saetre, CEO da Statoil e Integrantes do Grupo Statoil",Palácio do Planalto,
2016,9,8,12:00,Senador Fernando Collor de Mello (PTC/AL),Palácio do Planalto,
2016,9,8,14:00,"Cármen Lucia, Ministra do Supremo Tribunal Federal - STF",Palácio do Planalto,
2016,9,9,10:00,Despachos internos,,
2016,9,12,10:00,Cerimônia de ratificação do Acordo de Paris sobre mudança do clima,Palácio do Planalto,
2016,9,12,12:00,"Mário Garnero, presidente BRASILINVEST - Banco de Negócios",Palácio do Planalto,
2016,9,12,15:00,Sessão Solene de posse dos Ministros Cármen Lúcia e Dias Toffoli nos cargos de Presidente e Vice-Presidente do Supremo Tribunal Federal e do Conselho Nacional de Justiça,"Plenário do STF, Brasília/DF",
2016,9,13,09:00,Conselho Nacional do Sesi,Palácio do Planalto,
2016,9,13,11:00,Reunião Conselho do PPI,Palácio do Planalto,
2016,9,13,15:00,Deputado Paulinho da Força,Palácio do Planalto,
2016,9,14,10:00,Cerimônia de anúncio de novas ações de gestão para a melhoria da saúde pública,Palácio do Planalto,
2016,9,14,11:30,Cerimônia de Posse da Senhora Grace Maria Fernandes Mendonça no cargo de Advogada-Geral da União,Palácio do Planalto,
2016,9,15,10:00,Despachos internos,Palácio do Planalto,
2016,9,15,13:00,"Deputados André Moura, Aelton Freitas, Aguinaldo Ribeiro, Baleia Rossi, Jovair Arantes, Márcio Marinho, Rogério Rosso e Paulinho da Força",Palácio do Planalto,
2016,9,15,18:00,Partida para São Paulo,Base Aérea de Brasília,
2016,9,16,10:00,"Eliseu Padilha 	Ministro, Chefe da Casa Civil da Presidência da República",São Paulo/SP,
2016,9,16,11:00,"Moreira Franco Secretário, Executivo do Programa de Parcerias de Investimos da Presidência da República",São Paulo/SP,
2016,9,18,08:00,Partida para Nova York,Base Aérea de Brasília,
2016,9,18,16:00,Chegada a Nova York,Aeroporto Internacional John F,EUA
2016,9,19,08:30,Sessão de Abertura da Reunião de Alto Nível sobre Grandes Movimentos de Refugiados e Migrantes,"Sede das Nações Unidas, Salão da Assembleia Geral",EUA
2016,9,19,10:00,Sessão Plenária da Reunião de Alto Nível sobre Grandes Movimentos de Refugiados e Migrantes,"Sede das Nações Unidas, Câmara do Conselho de Tutela – Nova York",EUA
2016,9,19,12:00,"Encontro com o Senhor Marcelo Rebelo de Sousa, Presidente da República Portuguesa","Sede das Nações Unidas, Lobby dos Visitantes – Nova York",EUA
2016,9,19,12:30,"Encontro com o Senhor Tabaré Vázquez, Presidente da República Oriental do Uruguai","Sede das Nações Unidas, Lobby dos Visitantes – Nova York",EUA
2016,9,20,08:45,"Encontro com o Secretário-Geral das Nações Unidas, Ban Ki-moon","Sede das Nações Unidas, sala 200 – Nova York",EUA
2016,9,20,09:00,Abertura do Debate Geral da 71ª Assembleia Geral das Nações Unidas,"Sede das Nações Unidas, Salão da Assembleia Geral",EUA
2016,9,20,11:00,"Encontro com o Senhor Mahmoud Abbas, Presidente do Estado da Palestina","Sede das Nações Unidas, Lobby dos Visitantes",EUA
2016,9,20,12:00,"Encontro com o Senhor Pedro Pablo Kuczynski, Presidente da República do Peru","Sede das Nações Unidas, Lobby dos Visitantes",EUA
2016,9,20,13:15,"Almoço em homenagem AOS Chefes de Estado e de Governo, oferecido Pelo Senhor Ban Ki-moon, Secretário-Geral das Nações Unidas",Sede das Nações Unidas,EUA
2016,9,21,08:00,Evento de Alto Nível para Depósito de Ratificações do Acordo de Paris sobre Mudança do Clima,"Sede das Nações Unidas, salão da Assembleia Geral",EUA
2016,9,21,11:00,"Encontro com Empresários e investidores, promovido pelo Conselho das Américas",Hotel St,EUA
2016,9,21,12:30,"Almoço ampliado com Empresários e Investidores, promovido pelo Conselho das Américas",Hotel St,EUA
2016,9,21,13:45,Encontro com a imprensa brasileira e internacional,Hotel St,EUA
2016,9,21,14:30,"Encontro com o Senhor Joe Biden, Vice-Presidente dos Estados Unidos da América",Missão do Brasil junto à ONU,EUA
2016,9,21,16:45,Chegada ao Aeroporto Internacional John F. Kennedy,Aeroporto Internacional John F,EUA
2016,9,21,17:00,Partida para Brasília,Aeroporto Internacional John F,EUA
2016,9,22,15:00,Cerimônia de Lançamento do Novo Ensino Médio,Palácio do Planalto,
2016,9,22,16:00,"Dyogo Oliveira - Ministro interino do Planejamento, Orçamento e Gestão",Palácio do Planalto,
2016,9,22,16:45,Raul Jungmann - Ministro da Defesa,Palácio do Planalto,
2016,9,22,17:30,Marcelo Miranda - Governador do Tocantins,Palácio do Planalto,
2016,9,23,10:00,Despachos internos,,
2016,9,26,17:00,John Anthony Santa María Otazúa - Presidente Mundial da Coca-Cola FEMSA,Palácio do Planalto,
2016,9,27,09:45,Pedro Parente - Presidente da Petrobras,Palácio do Planalto,
2016,9,27,15:00,Sergio Marchione - Presidente mundial da Fiat Chrysler Automobiles,Palácio do Planalto,
2016,9,27,15:30,Jacob Lew - Secretário do Tesouro dos Estados Unidos,Palácio do Planalto,
2016,9,27,16:30,William Lee - Presidente e CEO da Hyundai Motor,Palácio do Planalto,
2016,9,27,17:00,Ben Van Beurden - CEO da Royal Dutch Shell,Palácio do Planalto,
2016,9,27,18:00,Reunião com ministros e líderes da base aliada na Câmara dos Deputados,Palácio da Alvorada,
2016,9,28,12:00,"Deputado Rodrigo Maia (DEM/RJ), presidente da Câmara dos Deputados",Palácio do Planalto,
2016,9,28,15:00,111ª Reunião do Conselho da Câmara de Comércio Exterior - CAMEX,Palácio do Planalto,
2016,9,28,16:30,Claudio Lamachia - presidente do Conselho Federal da Ordem dos Advogados do Brasil,Palácio do Planalto,
2016,9,28,17:30,Henrique Meirelles - Ministro da Fazenda,Palácio do Planalto,
2016,9,29,11:00,Raul Jungmann - Ministro da Defesa,Palácio do Planalto,
2016,9,30,09:00,8º EXAME Fórum 2016,Hotel Unique - São Paulo/SP,SP
2016,10,3,09:00,Partida para Buenos Aires/Argentina,,BUA
2016,10,3,12:00,"Encontro com Mauricio Macri, Presidente da República da Argentina",Quinta Presidencial de Olivos,BUA
2016,10,3,12:30,Reunião ampliada entre a delegação brasileira e a delegação argentina,Quinta Presidencial de Olivos - Buenos Aires,BUA
2016,10,3,13:00,Almoço oferecido pelo Presidente da República Argentina,Quinta Presidencial de Olivos,BUA
2016,10,3,15:00,Declaração à imprensa,Aeroparque Jorge Newbery - Buenos Aires,BUA
2016,10,3,18:10,Reunião ampliada entre a delegação brasileira e a delegação paraguaia,Residência Presidencial Mburuvicha Róga - Assunção/Paraguai,BUA
2016,10,3,19:00,Jantar oferecido pelo Presidente da República do Paraguai,Residência Presidencial Mburuvicha Róga,BUA
2016,10,3,21:30,Partida de Assunção para Brasília/DF,Aeroporto Internacional Silvio Pettirossi,
2016,10,4,14:30,Henrique Meirelles - Ministro da Fazenda,Palácio do Planalto,
2016,10,4,15:00,Deputada Maria Helena (PSB/RR) e Deputado Hiran Gonçalves (PP/RR),Palácio do Planalto,
2016,10,4,18:00,"Senador Renan Calheiros, presidente do Congresso Nacional e governadores do PI, MT, AC e DF",Palácio do Planalto,
2016,10,5,10:00,Cerimônia de Lançamento do Programa Criança Feliz,Palácio do Planalto,
2016,10,5,12:00,Cerimônia de Posse do novo Ministro de Estado do Turismo,Palácio do Planalto,
2016,10,5,13:30,Visita Protocolar do Exmo. Senhor Presidente da República ao Supremo Tribunal Federal pela data de Aniversário da Constituição Federal,Supremo Tribunal Federal,
2016,10,5,16:00,Cerimônia de Comemoração do Dia Nacional da Micro e Pequena Empresa,Palácio do Planalto,
2016,10,6,10:30,"Governadores do RJ, SP, ES, AL, RS, SC, MG e DF",Palácio do Planalto,
2016,10,6,17:00,José Serra - Ministro das Relações Exteriores,Palácio do Planalto,
2016,10,7,16:00,Deputado Rôney Nemer (PP/DF),Palácio do Planalto,
2016,10,7,16:30,"Flavio Cattaneo - CEO mundial do Grupo Telecom Itália, Sr. Giuseppe Recchi - Presidente da Telecom Itália e Sr. Stefano De Angelis - Presidente da TIM Brasil",Palácio do Planalto,
2016,10,9,19:00,Jantar com base aliada,Palácio da Alvorada,
2016,10,10,10:00,Cardeal Dom Orani João Tempesta - Arcebispo do Rio de Janeiro e presidente do Instituto Brasileiro de Comunicação Cristão – INBRAC - REDE VIDA DE TELEVISÃO,Palácio da Alvorada,
2016,10,10,15:00,Mário Devienne Ferraz - Presidente do Tribunal Regional Eleitoral de São Paulo – TRE/SP,Palácio do Planalto,
2016,10,10,18:30,"Blairo Maggi - Ministro da Agricultura, Pecuária e Abastecimento",Palácio do Planalto,
2016,10,11,12:00,Cerimônia de assinatura de Acordo de Cooperação Técnica com o Tribunal Superior Eleitoral,Palácio do Planalto,
2016,10,11,15:00,Senador Eduardo Braga (PMDB/AM),Palácio do Planalto,
2016,10,11,15:30,Deputado Missionário José Olímpio (DEM/SP),Palácio do Planalto,
2016,10,11,17:00,Ex-deputada Íris de Araújo (PMDB/GO),Palácio do Planalto,
2016,10,11,17:30,Deputado José Carlos Aleluia (DEM/BA),Palácio do Planalto,
2016,10,13,11:00,Eliseu Padilha - Ministro-Chefe da Casa Civil da Presidência da República e Secretário Executivo do Conselho de Desenvolvimento Econômico e Social,Palácio do Planalto,
2016,10,13,15:00,Mendonça Filho - Ministro de Estado da Educação,Palácio do Planalto,
2016,10,13,16:00,Henrique Meirelles - Ministro de Estado da Fazenda,Palácio do Planalto,
2016,10,13,17:00,Deputado Rodrigo Maia - Presidente da Câmara dos Deputados,Palácio do Planalto,
2016,10,14,00:15,Partida de Brasília para a República da Índia,Base Aérea de Brasília,
2016,10,15,08:30,"Chegada a Goa, República da Índia",Base Naval INS Hansa,IND
2016,10,15,12:30,Almoço oferecido pela Federação das Indústrias do Estado do Rio de Janeiro – FIRJAN,Hotel Park Hyatt Goa,IND
2016,10,15,19:00,Jantar em homenagem aos Chefes de Estado e de Governo do BRICS,Hotel Taj Exotica,IND
2016,10,16,10:40,Foto oficial dos Chefes de Estado e de Governo do BRICS,Hotel Taj Exotica,IND
2016,10,16,10:45,Encontro privado dos Chefes de Estado e de Governo do BRICS,Hotel Taj Exotica,IND
2016,10,16,12:00,Almoço de Trabalho dos Chefes de Estado e de Governo do BRICS,Hotel Taj Exotica,IND
2016,10,16,13:05,Reunião de Chefes de Estado e de Governo do BRICS com o Conselho Empresarial do BRICS,Hotel Taj Exotica,IND
2016,10,16,13:30,Sessão Plenária dos Chefes de Estado e de Governo do BRICS,Hotel Taj Exotica,IND
2016,10,16,14:35,Cerimônia de Assinatura de Atos,Hotel Taj Exotica,IND
2016,10,16,16:40,"Foto dos Chefes de Estado e de Governo do BRICS e do BIMSTEC (Bangladesh, Butão, Índia, Myanmar, Nepal, Sri Lanka e Tailândia)",Hotel The Leela Goa,IND
2016,10,16,16:45,Cúpula ampliada dos Chefes de Estado e de Governo do BRICS e do BIMSTEC,Hotel The Leela Goa,IND
2016,10,16,18:30,"Jantar em homenagem aos Chefes de Estado e de Governo do BRICS e do BIMSTEC, oferecido pelo Senhor Narendra Modi, Primeiro-Ministro da República da Índia",Hotel The Leela Goa,IND
2016,10,17,11:15,"Reunião ampliada com o Senhor Narendra Modi, Primeiro-Ministro da República da Índia",Hotel Taj Exotica,IND
2016,10,17,12:00,"Encontro com o Senhor Narendra Modi, Primeiro-Ministro da República da Índia e com empresários brasileiros e indianos",Hotel Taj Exotica,IND
2016,10,17,12:15,Cerimônia de intercâmbio de atos bilaterais e declaração à imprensa,Hotel Taj Exotica,IND
2016,10,17,12:45,"Almoço em homenagem ao Senhor Michel Temer, Presidente da República, oferecido pelo Senhor Narendra Modi, Primeiro-Ministro da República da Índia",Hotel Taj Exotica,IND
2016,10,17,14:30,Partida de Goa para Tóquio,Base Naval INS Hansa,JAP
2016,10,18,03:38,Chegada à Tóquio,Aeroporto Internacional de Haneda,JAP
2016,10,18,18:30,Entrevista à imprensa japonesa,Tóquio,JAP
2016,10,18,19:30,Entrevista à imprensa brasileira,Tóquio,JAP
2016,10,19,10:30,Encontro com Sua Majestade o Imperador Akihito,"Palácio Imperial, Salão de Audiências",JAP
2016,10,19,11:00,Encontro com empresários japoneses,Sede do Keidanren,JAP
2016,10,19,15:30,"Reunião de trabalho com o Senhor Shinzo Abe, Primeiro-Ministro do Japão",Kantei,JAP
2016,10,19,16:30,Declaração à imprensa,Kantei,JAP
2016,10,19,18:10,"Encontro com o Senhor Taro Aso, Vice-Primeiro Ministro das Finanças e Presidente da Liga Parlamentar Brasil- Japão","Kantei, Residência Oficial",JAP
2016,10,19,18:50,"Jantar em homenagem ao senhor Michel Temer, Presidente da República, oferecido pelo Primeiro-Ministro do Japão","Kantei, Residência Oficial",JAP
2016,10,19,22:30,Partida para Brasília,Aeroporto Internacional de Haneda,
2016,10,20,11:30,Chegada a Brasília,Base Aérea de Brasília,
2016,10,20,17:00,Henrique Meirelles - Ministro de Estado da Fazenda,Palácio do Planalto,
